geo,country,year,size_emp,E_AI_BCDP,E_AI_BCST,E_AI_BDDT,E_AI_BEC,E_AI_BIAS,E_AI_BINC,E_AI_BLE,E_AI_BLEG,E_AI_BNU,E_AI_CC,E_AI_CC1SI_DA,E_AI_DA,E_AI_EC,E_AI_PBAM,E_AI_PITS,E_AI_TANY,E_AI_TML,E_AI_TNLG,E_AI_TPA,security_concern_index,efficiency_need_proxy,deployment_readiness_index,governance_maturity_proxy,target_workflow_automation,target_any_ai,is_sme,adoption_gap_vs_any_ai,security_x_efficiency
CZ,Czechia,2025,10-249,,,,,,,,,,14.33,9.995000000000001,13.085,,17.466666666666665,9.476666666666667,16.38,6.18,11.995000000000001,3.415,,10.428333333333333,12.47,9.476666666666667,3.415,16.38,1,12.965,
CZ,Czechia,2025,10-49,,,,,,,,,,11.719999999999999,7.949999999999999,10.25,,16.496666666666666,7.0200000000000005,13.635000000000002,5.045,10.065000000000001,2.6900000000000004,,8.909333333333333,9.973333333333333,7.0200000000000005,2.6900000000000004,13.635000000000002,1,10.945,
CZ,Czechia,2025,50-249,,,,,,,,,,26.31,19.375,26.095,,21.429999999999996,16.79,28.96,11.370000000000001,20.83,6.73,,17.291,23.926666666666666,16.79,6.73,28.96,1,22.23,
CZ,Czechia,2025,GE250,,,,,,,,,,50.765,40.495,48.815,,30.233333333333334,31.63,54.115,27.335,36.715,21.515,,32.92266666666667,46.69166666666666,31.63,21.515,54.115,0,32.6,
DE,Germany,2021,10-249,,,,,,,,,,,,,,,7.226666666666667,9.915,2.5599999999999996,1.455,3.175,,2.3966666666666665,,7.226666666666667,3.175,9.915,1,6.739999999999999,
DE,Germany,2021,10-49,,,,,,,,,,,,,,,6.106666666666666,8.945,2.25,1.255,2.8499999999999996,,2.118333333333333,,6.106666666666666,2.8499999999999996,8.945,1,6.095000000000001,
DE,Germany,2021,50-249,,,,,,,,,,,,,,,11.19,14.825,4.140000000000001,2.475,4.82,,3.811666666666667,,11.19,4.82,14.825,1,10.004999999999999,
DE,Germany,2021,GE250,,,,,,,,,,,,,,,,30.92,12.45,5.09,13.21,,10.25,,,13.21,30.92,0,17.71,
DE,Germany,2023,10-249,,,,,,,,,,7.99,4.92,6.83,9.003333333333332,,,10.77,2.565,2.81,3.2350000000000003,,3.86,6.580000000000001,,3.2350000000000003,10.77,1,7.534999999999999,
DE,Germany,2023,10-49,,,,,,,,,,7.015000000000001,3.935,5.63,8.133333333333333,,,9.7,2.105,2.685,2.8049999999999997,,3.3062500000000004,5.526666666666667,,2.8049999999999997,9.7,1,6.895,
DE,Germany,2023,50-249,,,,6.5475,,,,,5.535,12.975000000000001,9.96,12.975000000000001,13.520000000000001,8.436666666666667,13.526666666666666,16.21,4.89,3.47,5.39,6.5475,7.032333333333334,11.97,13.526666666666666,5.39,16.21,1,10.82,46.044202500000004
DE,Germany,2023,GE250,,,,,,,,,,32.0,27.16,31.17,22.44333333333333,14.796666666666667,,35.39,15.07,8.62,17.92,,17.515333333333334,30.11,,17.92,35.39,0,17.47,
DE,Germany,2024,10-249,,,,,,,,,,,,,15.42,10.326666666666666,8.286666666666667,18.825000000000003,4.7,6.275,4.66,,6.4904166666666665,,8.286666666666667,4.66,18.825000000000003,1,14.165000000000003,
DE,Germany,2024,10-49,,,,,,,,,,,,,13.816666666666668,9.446666666666667,6.726666666666667,16.965000000000003,3.8200000000000003,5.705,3.7699999999999996,,5.685416666666667,,6.726666666666667,3.7699999999999996,16.965000000000003,1,13.195000000000004,
DE,Germany,2024,50-249,22.6775,13.745000000000001,18.975,8.94,,18.8675,31.4675,23.7675,6.67,,,,23.900000000000002,13.87,14.159999999999998,28.275,9.18,9.155000000000001,9.17,19.777142857142856,10.34375,,14.159999999999998,9.17,28.275,1,19.104999999999997,204.5698214285714
DE,Germany,2024,GE250,,,,,,,,,5.7325,,,,31.336666666666662,23.496666666666666,30.913333333333338,48.215,21.814999999999998,17.51,21.814999999999998,,21.159166666666668,,30.913333333333338,21.814999999999998,48.215,0,26.400000000000006,
DE,Germany,2025,10-249,22.3075,12.174999999999999,16.305,8.44,,17.055,26.955,23.2975,6.947500000000001,19.735,11.875,15.58,16.353333333333335,13.553333333333333,9.24,24.965,5.5,8.379999999999999,6.49,18.076428571428572,9.900666666666666,15.729999999999999,9.24,6.49,24.965,1,18.475,178.9686938095238
DE,Germany,2025,10-49,21.7725,11.9125,15.8,8.34,,16.585,26.330000000000002,23.33,7.2225,18.009999999999998,10.105,13.42,15.083333333333334,12.803333333333333,7.963333333333334,23.095,4.92,7.359999999999999,6.05,17.724285714285713,8.910666666666668,13.844999999999999,7.963333333333334,6.05,23.095,1,17.044999999999998,157.93520190476193
DE,Germany,2025,50-249,25.6625,13.872499999999999,19.28,9.235,,19.91,30.915,24.14,5.9825,29.509999999999998,21.92,27.810000000000002,24.176666666666666,17.24,15.063333333333333,35.57,8.8,14.135000000000002,8.995000000000001,20.430714285714284,15.396,26.413333333333338,15.063333333333333,8.995000000000001,35.57,1,26.575,314.55127714285715
DE,Germany,2025,GE250,,,,10.2275,,,,,3.62,52.775,44.825,51.82,32.776666666666664,24.62666666666667,34.589999999999996,57.019999999999996,22.415,28.645,21.17,10.2275,29.73533333333333,49.806666666666665,34.589999999999996,21.17,57.019999999999996,0,35.849999999999994,304.1181216666666
DK,Denmark,2021,10-249,6.260000000000001,10.459999999999999,13.200000000000001,,,,22.47,7.887499999999999,,,,,9.520000000000001,,13.24,22.615000000000002,8.065000000000001,4.895,15.725000000000001,12.0555,9.561666666666667,,13.24,15.725000000000001,22.615000000000002,1,6.890000000000001,115.27067250000002
DK,Denmark,2021,10-49,6.5975,10.307500000000001,12.44,,,,21.587500000000002,8.375,,,,,8.270000000000001,,11.4,19.744999999999997,7.02,4.62,13.175,11.861500000000001,8.271666666666667,,11.4,13.175,19.744999999999997,1,6.569999999999997,98.11437416666668
DK,Denmark,2021,50-249,5.565,11.695,16.675,,,,26.987499999999997,6.79,,,,,16.686666666666667,,20.346666666666668,37.25,13.4,6.3,28.7,13.5425,16.133333333333333,,20.346666666666668,28.7,37.25,1,8.55,218.48566666666667
DK,Denmark,2021,GE250,5.8825,13.0725,16.810000000000002,,,,27.929999999999996,6.614999999999999,,,,,18.499999999999996,,33.31,66.22,34.69,13.5,57.3,14.062000000000001,35.163333333333334,,33.31,57.3,66.22,0,8.920000000000002,494.4667933333334
DK,Denmark,2023,10-249,,,,,,,,,,12.52,10.64,11.94,,9.4,14.016666666666666,14.08,6.34,4.64,6.55,,7.773999999999999,11.700000000000001,14.016666666666666,6.55,14.08,1,7.53,
DK,Denmark,2023,10-49,,,,,,,,,,10.86,9.08,10.28,,8.896666666666667,12.806666666666667,12.37,5.28,4.32,5.55,,6.865333333333334,10.073333333333332,12.806666666666667,5.55,12.37,1,6.819999999999999,
DK,Denmark,2023,50-249,,,,,,,,,,20.74,18.36,20.14,,11.450000000000001,18.52,22.56,11.61,6.24,11.47,,12.182,19.746666666666666,18.52,11.47,22.56,1,11.089999999999998,
DK,Denmark,2023,GE250,,,,,,,,,,50.23,47.08,49.4,,21.97,32.580000000000005,51.43,30.8,16.94,32.14,,30.25,48.903333333333336,32.580000000000005,32.14,51.43,0,19.29,
DK,Denmark,2024,10-249,16.5,7.195,15.06,13.497500000000002,21.056666666666665,13.352500000000001,32.612500000000004,18.982499999999998,6.3,,,,20.75,12.126666666666667,10.413333333333334,26.43,9.79,17.84,10.03,16.742857142857144,12.446666666666665,,15.735,10.03,26.43,1,16.4,208.3927619047619
DK,Denmark,2024,10-49,16.47,7.15,14.8275,13.962500000000002,17.580000000000002,13.0275,31.472500000000004,19.080000000000002,6.51,,,,19.36,10.663333333333334,8.543333333333335,23.52,8.06,16.57,8.54,16.57,10.958333333333334,,13.061666666666667,8.54,23.52,1,14.98,181.57958333333335
DK,Denmark,2024,50-249,17.215,7.6274999999999995,16.615,11.895,26.646666666666665,15.270000000000001,38.765,19.2275,5.58,,,,28.790000000000003,17.983333333333334,17.62333333333333,40.92,18.43,24.15,17.44,18.08785714285714,19.500833333333333,,22.134999999999998,17.44,40.92,1,23.48,352.7282874999999
DK,Denmark,2024,GE250,15.505,11.035,14.1125,11.0475,27.493333333333336,13.3375,32.98,15.002500000000001,5.7025,,,,30.10666666666667,28.360000000000003,34.63333333333333,63.39,40.01,38.26,37.15,16.145714285714288,35.945,,31.063333333333333,37.15,63.39,0,26.240000000000002,580.3577
DK,Denmark,2025,10-249,18.0825,7.19,15.5475,11.39,,12.505,32.980000000000004,19.1475,6.4575,34.64,28.61,32.77,20.096666666666668,14.030000000000001,12.743333333333334,40.99,11.86,29.87,14.32,16.691785714285714,20.57,32.00666666666667,12.743333333333334,14.32,40.99,1,26.67,343.3500321428572
DK,Denmark,2025,10-49,17.4125,6.9575000000000005,15.0425,11.275,,11.5875,32.3225,19.09,6.6475,31.18,24.93,28.72,18.94333333333333,12.38,10.513333333333334,37.45,10.07,27.78,12.27,16.241071428571427,18.244,28.276666666666667,10.513333333333334,12.27,37.45,1,25.180000000000003,296.3021071428571
DK,Denmark,2025,50-249,21.985,8.5525,18.567500000000003,12.38,,17.3975,37.3975,20.1525,5.81,51.56,46.58,52.58,27.69666666666667,20.983333333333334,21.923333333333332,58.27,20.57,40.11,24.34,19.490357142857142,31.71666666666667,50.24,21.923333333333332,24.34,58.27,1,33.93000000000001,618.1691607142858
DK,Denmark,2025,GE250,27.495,9.145,19.287499999999998,16.115000000000002,,16.465,33.7775,20.715,6.37,72.23,70.47,73.29,27.959999999999997,29.900000000000002,38.443333333333335,74.52,40.66,58.12,42.27,20.428571428571427,48.848,71.99666666666667,38.443333333333335,42.27,74.52,0,32.24999999999999,997.8948571428571
EA,Euro area,2021,10-249,,,,,,,,,,,,,,,8.37,7.775,2.3049999999999997,1.27,2.5949999999999998,,2.0566666666666666,,8.37,2.5949999999999998,7.775,1,5.180000000000001,
EA,Euro area,2021,10-49,,,,,,,,,,,,,,,7.453333333333333,6.775,1.895,1.12,2.165,,1.7266666666666666,,7.453333333333333,2.165,6.775,1,4.61,
EA,Euro area,2021,50-249,,,,,,,,,,,,,,,11.83,13.885,4.8,2.1950000000000003,5.25,,4.081666666666667,,11.83,5.25,13.885,1,8.635,
EA,Euro area,2021,GE250,,,,,,,,,,,,,,,21.430000000000003,30.755000000000003,14.615,5.85,15.184999999999999,,11.883333333333333,,21.430000000000003,15.184999999999999,30.755000000000003,0,15.570000000000004,
EA,Euro area,2023,10-249,13.055000000000001,14.1075,14.690000000000001,6.81,,14.905000000000001,20.967499999999998,14.07,6.077500000000001,6.08,4.005,5.335,7.1499999999999995,7.843333333333333,9.083333333333334,8.195,2.4400000000000004,2.0999999999999996,2.7699999999999996,14.086428571428572,4.097666666666667,5.140000000000001,9.083333333333334,2.7699999999999996,8.195,1,5.425000000000001,57.72148880952381
EA,Euro area,2023,10-49,13.1675,14.395,14.424999999999999,7.0675,,14.505,20.6475,14.187500000000002,6.465000000000001,5.135,3.145,4.295,6.466666666666666,7.56,7.756666666666668,7.125,1.95,1.93,2.2699999999999996,14.05642857142857,3.601,4.191666666666666,7.756666666666668,2.2699999999999996,7.125,1,4.855,50.617199285714285
EA,Euro area,2023,50-249,13.0875,13.492499999999998,16.2425,6.052500000000001,,16.98,22.9575,14.14,4.8,11.695,9.08,11.495000000000001,11.24,9.17,13.873333333333333,14.530000000000001,5.325,3.105,5.720000000000001,14.7075,6.962999999999999,10.756666666666666,13.873333333333333,5.720000000000001,14.530000000000001,1,8.81,102.40832249999998
EA,Euro area,2023,GE250,15.532499999999999,13.879999999999999,19.1275,5.9175,,17.517500000000002,26.0875,14.697499999999998,5.140000000000001,29.72,26.130000000000003,29.17,19.006666666666668,15.420000000000002,26.586666666666662,32.445,15.864999999999998,8.4,17.105,16.108571428571427,17.192,28.340000000000003,26.586666666666662,17.105,32.445,0,15.34,276.93856
EA,Euro area,2024,10-249,16.735,11.39,15.3275,7.8525,,14.337499999999999,24.075000000000003,18.067500000000003,6.9225,,,,11.736666666666666,11.049999999999999,8.516666666666666,13.594999999999999,3.98,5.23,3.89,15.397857142857143,6.0375,,8.516666666666666,3.89,13.594999999999999,1,9.704999999999998,92.9645625
EA,Euro area,2024,10-49,16.115,10.9875,14.9675,7.85,,13.942499999999999,23.2975,17.64,7.347500000000001,,,,10.486666666666666,10.516666666666667,7.173333333333333,12.065,3.335,4.73,3.185,14.971428571428572,5.441666666666666,,7.173333333333333,3.185,12.065,1,8.879999999999999,81.4695238095238
EA,Euro area,2024,50-249,19.88,13.45,17.455000000000002,8.2725,,16.53,28.195,20.575,5.7225,,,,18.673333333333332,13.586666666666666,13.923333333333332,22.630000000000003,7.795,8.205,8.055,17.765357142857145,9.410416666666666,,13.923333333333332,8.055,22.630000000000003,1,14.575000000000003,167.17941294642858
EA,Euro area,2024,GE250,23.7225,13.4825,21.085,8.91,,17.2575,30.955,23.572499999999998,5.32,,,,25.566666666666663,22.653333333333332,29.349999999999998,43.46,22.095,17.630000000000003,20.905,19.854999999999997,20.820833333333333,,29.349999999999998,20.905,43.46,0,22.555,413.3976458333333
EA,Euro area,2025,10-249,18.4525,13.4225,15.375,8.5325,,14.667499999999999,24.560000000000002,18.93,6.0575,16.175,10.605,13.600000000000001,13.206666666666669,13.78,8.126666666666667,20.4,4.76,8.105,5.050000000000001,16.277142857142856,9.059000000000001,13.46,8.126666666666667,5.050000000000001,20.4,1,15.349999999999998,147.45463714285714
EA,Euro area,2025,10-49,18.0775,13.315,15.1075,8.522499999999999,,14.3375,24.182499999999997,18.895,6.2825,14.27,8.795,11.575,12.236666666666666,12.729999999999999,6.633333333333333,18.42,4.035,6.970000000000001,4.404999999999999,16.0625,7.9430000000000005,11.546666666666667,6.633333333333333,4.404999999999999,18.42,1,14.015000000000002,127.5844375
EA,Euro area,2025,50-249,20.93,14.4575,17.2375,8.905,,16.79,27.3175,19.855,5.2325,27.845,21.735,25.994999999999997,19.56,18.919999999999998,14.829999999999998,32.515,9.18,15.055,9.0,17.9275,15.63,25.191666666666663,14.829999999999998,9.0,32.515,1,23.515,280.206825
EA,Euro area,2025,GE250,25.8875,14.4375,19.5825,9.094999999999999,,16.575,28.784999999999997,22.7325,3.9124999999999996,54.19499999999999,48.635000000000005,53.41,25.293333333333333,30.566666666666666,34.36,57.65,26.12,32.555,24.68,19.585,33.46633333333333,52.080000000000005,34.36,24.68,57.65,0,32.97,655.4381383333333
EE,Estonia,2021,10-249,12.3925,16.1525,11.9075,6.244999999999999,,14.785,17.485,11.245,11.515,,,,6.333333333333333,,6.963333333333334,2.39,0.855,0.54,0.515,12.8875,0.6366666666666667,,6.963333333333334,0.515,2.39,1,1.875,8.205041666666666
EE,Estonia,2021,10-49,12.687499999999998,16.21,11.254999999999999,7.065,,14.504999999999999,17.13,11.075,11.907499999999999,,,,6.126666666666668,,4.746666666666667,1.83,0.63,0.45,0.2,12.846785714285712,0.4266666666666667,,4.746666666666667,0.2,1.83,1,1.6300000000000001,5.481295238095237
EE,Estonia,2021,50-249,11.145,15.95,14.89,2.5824999999999996,,16.0975,19.155,12.0425,9.799999999999999,,,,7.4433333333333325,,11.476666666666667,5.34,2.01,1.02,2.165,13.123214285714285,1.7316666666666667,,11.476666666666667,2.165,5.34,1,3.175,22.725032738095237
EE,Estonia,2021,GE250,11.21,24.02,17.615,3.2025,,24.02,19.2175,9.61,11.21,,,,17.916666666666668,,10.719999999999999,21.23,11.64,2.74,7.53,15.55642857142857,7.303333333333334,,10.719999999999999,7.53,21.23,0,13.7,113.61378333333333
EE,Estonia,2023,10-249,8.4275,14.762500000000001,11.684999999999999,1.98,,11.655,19.0025,8.1525,2.4225,4.145,2.23,2.525,3.2266666666666666,11.44,10.026666666666666,4.79,1.385,1.12,1.09,10.809285714285716,3.5119999999999996,2.966666666666667,10.026666666666666,1.09,4.79,1,3.7,37.96221142857143
EE,Estonia,2023,10-49,8.035,15.5175,11.5925,2.145,,12.045,19.194999999999997,6.822500000000001,1.975,3.5549999999999997,1.59,1.81,2.69,10.21,8.0,4.17,1.1549999999999998,1.0350000000000001,0.725,10.764642857142857,2.987,2.3183333333333334,8.0,0.725,4.17,1,3.445,32.15398821428571
EE,Estonia,2023,50-249,9.799999999999999,13.415000000000001,12.415,1.6375000000000002,,11.1225,19.287499999999998,11.92,3.67,7.265000000000001,5.6,6.324999999999999,6.116666666666667,15.353333333333333,16.23,8.095,2.5700000000000003,1.565,3.0300000000000002,11.371071428571428,5.768666666666666,6.396666666666666,16.23,3.0300000000000002,8.095,1,5.065,65.59592071428571
EE,Estonia,2023,GE250,7.880000000000001,15.765,13.7925,3.9375,,17.7325,15.765,5.9125,1.9725000000000001,23.03,20.61,20.61,11.33,15.373333333333333,25.623333333333335,23.03,10.91,4.85,9.09,11.540714285714285,12.166666666666668,21.416666666666668,25.623333333333335,9.09,23.03,0,13.940000000000001,140.41202380952382
EE,Estonia,2024,10-249,16.5275,12.805,15.959999999999999,8.022499999999999,,14.247499999999999,18.9275,18.5925,6.26,,,,5.71,21.173333333333332,9.443333333333333,13.42,3.215,5.65,2.535,15.011785714285717,8.143333333333333,,9.443333333333333,2.535,13.42,1,10.885,122.245975
EE,Estonia,2024,10-49,15.5625,12.68,16.4775,7.8725000000000005,,14.095,17.6275,18.3625,7.5075,,,,4.916666666666667,21.653333333333332,8.67,12.285,2.935,5.484999999999999,2.075,14.668214285714287,8.037083333333333,,8.67,2.075,12.285,1,10.21,117.8896605654762
EE,Estonia,2024,50-249,20.2625,13.7925,15.175,8.8725,,15.392499999999998,23.78,20.1975,2.795,,,,9.99,19.970000000000002,12.583333333333334,19.39,4.705,6.52,4.925000000000001,16.781785714285714,9.030000000000001,,12.583333333333334,4.925000000000001,19.39,1,14.465,151.53952500000003
EE,Estonia,2024,GE250,15.715,11.7875,11.7875,5.897500000000001,,7.859999999999999,29.470000000000002,13.7525,0.0,,,,13.82,27.786666666666665,22.99666666666667,39.115,17.665,13.25,16.405,13.752857142857142,18.776666666666667,,22.99666666666667,16.405,39.115,0,22.71,258.23281428571426
EE,Estonia,2025,10-249,,,,,,,,,,19.715000000000003,15.475000000000001,18.65,,23.426666666666666,9.433333333333332,22.905,3.615,14.76,3.02,,12.694333333333335,17.94666666666667,9.433333333333332,3.02,22.905,1,19.885,
EE,Estonia,2025,10-49,,,,,,,,,,17.490000000000002,13.52,16.835,,22.486666666666668,8.333333333333334,20.99,2.955,13.34,2.245,,11.572333333333335,15.948333333333332,8.333333333333334,2.245,20.99,1,18.744999999999997,
EE,Estonia,2025,50-249,,,,,,,,,,31.575,25.884999999999998,28.305,,27.973333333333333,14.13,33.120000000000005,7.155,22.35,7.115,,18.579666666666668,28.588333333333328,14.13,7.115,33.120000000000005,1,26.005000000000003,
EE,Estonia,2025,GE250,,,,,,,,,,51.61,49.68,52.9,,39.32,26.77333333333333,52.9,15.48,33.55,17.42,,31.734,51.39666666666667,26.77333333333333,17.42,52.9,0,35.48,
EL,Greece,2021,10-249,7.0775,17.802500000000002,12.1725,6.5,,13.8675,17.405,12.2125,8.0,,,,3.99,,12.223333333333334,2.5149999999999997,1.11,0.12,0.965,12.43392857142857,0.7316666666666668,,12.223333333333334,0.965,2.5149999999999997,1,1.5499999999999998,9.097491071428571
EL,Greece,2021,10-49,7.120000000000001,17.314999999999998,12.74,6.7924999999999995,,13.845,18.142500000000002,13.532499999999999,7.955,,,,3.73,,11.156666666666668,1.98,1.0150000000000001,0.09,0.705,12.783928571428572,0.6033333333333334,,11.156666666666668,0.705,1.98,1,1.275,7.712970238095239
EL,Greece,2021,50-249,7.027500000000001,21.1925,9.102500000000001,4.93,,14.367500000000001,13.495000000000001,4.6775,8.48,,,,6.523333333333333,,16.003333333333334,7.575,1.9949999999999999,0.38,3.45,10.684642857142858,1.9416666666666667,,16.003333333333334,3.45,7.575,1,4.125,20.746014880952384
EL,Greece,2021,GE250,15.2675,11.245000000000001,14.092500000000001,7.3225,,12.7125,18.835,10.515,1.5675,,,,7.726666666666667,,25.16,9.865,5.02,1.4049999999999998,5.95,12.855714285714287,4.125,,25.16,5.95,9.865,0,3.915,53.02982142857143
EL,Greece,2023,10-249,11.5425,14.1825,13.375,8.9175,,14.7075,23.075000000000003,13.3325,9.542499999999999,2.425,1.8050000000000002,2.51,8.43,6.09,18.05,3.84,0.945,0.79,1.795,14.161785714285715,2.4259999999999997,2.2466666666666666,18.05,1.795,3.84,1,2.045,34.35649214285714
EL,Greece,2023,10-49,11.695000000000002,14.5175,13.797500000000001,9.145,,15.342500000000001,23.43,13.872499999999999,10.2425,2.105,1.51,2.21,8.15,4.943333333333333,17.650000000000002,3.565,0.715,0.725,1.665,14.542857142857143,2.0516666666666667,1.9416666666666667,17.650000000000002,1.665,3.565,1,1.9,29.837095238095237
EL,Greece,2023,50-249,10.77,12.3925,11.0975,7.71,,11.225,21.2625,10.39,5.6674999999999995,4.6,3.78,4.54,10.32,11.223333333333334,20.043333333333333,5.6850000000000005,2.545,1.25,2.68,12.121071428571428,4.447666666666667,4.306666666666666,20.043333333333333,2.68,5.6850000000000005,1,3.0050000000000003,53.91048535714285
EL,Greece,2023,GE250,10.575,16.4,14.4825,7.585,,18.8475,27.735,12.142499999999998,4.86,12.12,10.71,12.73,14.056666666666667,7.063333333333333,27.94333333333334,13.96,5.47,2.76,6.59,15.39535714285714,6.922666666666666,11.853333333333333,27.94333333333334,6.59,13.96,0,7.370000000000001,106.5769257142857
EL,Greece,2024,10-249,10.8725,12.725000000000001,12.625000000000002,5.115,14.973333333333331,11.95,18.435,10.955,8.4625,,,,5.653333333333333,8.826666666666666,18.86333333333333,9.68,3.85,3.16,3.16,11.811071428571427,4.7491666666666665,,16.91833333333333,3.16,9.68,1,6.52,56.09274672619047
EL,Greece,2024,10-49,9.9575,11.89,12.802499999999998,4.6899999999999995,11.160000000000002,11.852500000000001,17.8525,9.7075,8.6,,,,5.54,9.33,14.66666666666667,8.355,3.465,3.09,1.855,11.250357142857144,4.4350000000000005,,12.913333333333336,1.855,8.355,1,6.5,49.89533392857144
EL,Greece,2024,50-249,14.895,16.395,11.854999999999999,7.0024999999999995,22.5,12.4025,21.0275,16.4425,7.865,,,,6.203333333333333,7.81,31.38333333333333,15.92,5.675,3.4850000000000003,9.33,14.288571428571428,6.575,,26.941666666666663,9.33,15.92,1,6.59,93.94735714285714
EL,Greece,2024,GE250,20.1225,10.285,8.3375,14.19,11.613333333333332,6.9925,14.6075,19.47,2.35,,,,13.166666666666666,12.103333333333333,36.473333333333336,24.415,15.84,6.26,10.615,13.429285714285713,11.204583333333334,,24.043333333333333,10.615,24.415,0,13.799999999999999,150.46955089285714
EL,Greece,2025,10-249,15.389999999999999,18.25,12.3325,10.3,,14.565,20.6975,14.425,7.487500000000001,6.11,4.33,5.97,11.339999999999998,9.953333333333333,20.823333333333334,8.559999999999999,2.87,3.565,1.7,15.137142857142857,4.811666666666666,5.47,20.823333333333334,1.7,8.559999999999999,1,6.8599999999999985,72.8348857142857
EL,Greece,2025,10-49,16.1,17.99,12.525,10.225000000000001,,13.6675,19.95,14.9225,8.2625,5.015000000000001,3.3049999999999997,4.855,10.9,8.796666666666667,19.673333333333336,7.38,2.425,3.215,1.35,15.054285714285713,4.128333333333333,4.391666666666667,19.673333333333336,1.35,7.38,1,6.029999999999999,62.149109523809514
EL,Greece,2025,50-249,12.0925,19.682499999999997,11.525,10.77,,19.04,24.515,12.174999999999999,3.8075,12.274999999999999,10.065000000000001,12.265,13.896666666666667,14.026666666666666,25.44666666666667,15.195,5.37,5.515,3.625,15.685714285714283,8.160333333333334,11.535000000000002,25.44666666666667,3.625,15.195,1,11.57,128.00065714285714
EL,Greece,2025,GE250,25.66,21.779999999999998,24.3275,6.1975,,21.112499999999997,27.92,23.7975,4.395,35.685,29.935,33.525000000000006,25.563333333333333,20.51,31.64,37.825,17.59,15.245000000000001,15.65,21.542142857142853,20.504,33.04833333333334,31.64,15.65,37.825,0,22.175000000000004,441.7000971428571
ES,Spain,2021,10-249,9.857500000000002,17.740000000000002,13.1975,4.835,,9.777499999999998,20.032500000000002,10.782499999999999,4.8625,,,,4.206666666666667,,7.510000000000001,7.085,1.955,1.27,2.64,12.317499999999999,1.955,,7.510000000000001,2.64,7.085,1,4.445,24.0807125
ES,Spain,2021,10-49,10.6375,18.619999999999997,13.1225,5.285,,9.082500000000001,20.595,12.01,5.3925,,,,3.5666666666666664,,6.706666666666667,6.125,1.475,1.13,2.11,12.764642857142857,1.5716666666666665,,6.706666666666667,2.11,6.125,1,4.015000000000001,20.061763690476187
ES,Spain,2021,50-249,7.9750000000000005,15.995,14.245000000000001,3.6875,,12.6,19.45,7.515000000000001,3.46,,,,8.546666666666667,,10.633333333333333,13.399999999999999,5.085,2.185,6.115,11.638214285714286,4.461666666666667,,10.633333333333333,6.115,13.399999999999999,1,7.284999999999998,51.92583273809524
ES,Spain,2021,GE250,6.275,16.3625,18.0025,2.6624999999999996,,12.315,23.5375,5.2075000000000005,1.4525,,,,10.863333333333332,,21.419999999999998,32.36,17.299999999999997,8.705,17.729999999999997,12.051785714285714,14.578333333333331,,21.419999999999998,17.729999999999997,32.36,0,14.630000000000003,175.69494940476187
ES,Spain,2023,10-249,11.5175,19.4025,13.75,5.529999999999999,,10.892499999999998,22.785,13.0025,2.7975000000000003,4.904999999999999,3.66,5.785,5.026666666666666,8.996666666666666,9.133333333333335,8.305,2.4299999999999997,1.96,2.835,13.84,4.401333333333333,4.783333333333333,9.133333333333335,2.835,8.305,1,5.47,60.91445333333332
ES,Spain,2023,10-49,12.4175,20.095,13.8625,5.699999999999999,,10.935,22.682499999999997,13.64,3.02,3.475,2.5149999999999997,4.23,4.673333333333333,8.616666666666667,7.493333333333333,6.43,1.58,1.54,1.9849999999999999,14.190357142857144,3.5903333333333336,3.4066666666666667,7.493333333333333,1.9849999999999999,6.43,1,4.445,50.94811226190477
ES,Spain,2023,50-249,7.83,16.755,13.522499999999999,4.907500000000001,,10.93,23.655,10.485,1.8775000000000002,13.524999999999999,10.54,15.145,7.296666666666667,10.956666666666669,14.186666666666667,19.59,7.555,4.485,7.9350000000000005,12.58357142857143,9.215333333333334,13.069999999999999,14.186666666666667,7.9350000000000005,19.59,1,11.655,115.96180523809525
ES,Spain,2023,GE250,12.0925,19.59,16.232499999999998,4.29,,13.755,26.287499999999998,11.1175,2.965,34.845,31.770000000000003,36.144999999999996,12.236666666666666,18.826666666666668,26.78333333333333,39.675,20.91,13.665,22.09,14.766428571428571,22.327333333333332,34.25333333333334,26.78333333333333,22.09,39.675,0,17.584999999999997,329.69497285714283
ES,Spain,2024,10-249,13.0825,14.1125,14.545,6.132499999999999,18.843333333333334,9.504999999999999,23.822499999999998,14.854999999999999,2.9825000000000004,7.279999999999999,5.465,7.16,6.896666666666666,11.083333333333334,8.21,10.34,3.285,3.865,3.815,13.722142857142856,5.841666666666667,6.635000000000001,13.526666666666667,3.815,10.34,1,6.525,80.16018452380952
ES,Spain,2024,10-49,12.315,13.897499999999999,14.4175,5.99,18.406666666666666,9.5525,23.514999999999997,14.66,3.0824999999999996,5.725,4.130000000000001,5.545,5.996666666666667,10.856666666666667,6.536666666666666,8.600000000000001,2.49,3.215,2.88,13.478214285714285,4.9973333333333345,5.133333333333334,12.471666666666666,2.88,8.600000000000001,1,5.7200000000000015,67.35512952380954
ES,Spain,2024,50-249,16.5475,15.75,15.885,7.01,20.95,9.94,26.365000000000002,16.4325,2.8225000000000002,16.48,13.309999999999999,16.67,12.5,12.69,13.866666666666667,20.585,7.965,7.695,9.3,15.418571428571429,10.864,15.486666666666666,17.40833333333333,9.3,20.585,1,11.285,167.50736
